08:45:28;Aplicação versão: 1.3;
08:45:28;Conectado ao bd jdbc:postgresql://45.55.172.49:5432/kinderland_producao;
08:45:28;====================== Inserindo endereços ======================;
08:45:29;15;
08:45:29;16;
08:45:29;32;
08:45:29;35;
08:45:29;36;
08:45:29;37;
08:45:29;39;
08:45:29;42;
08:45:29;45;
08:45:29;46;
08:45:29;47;
08:45:29;49;
08:45:29;50;
08:45:29;53;
08:45:29;55;
08:45:29;56;
08:45:29;57;
08:45:29;73;
08:45:29;75;
08:45:29;76;
08:45:29;78;
08:45:29;81;
08:45:29;88;
08:45:29;92;
08:45:29;93;
08:45:29;96;
08:45:29;102;
08:45:29;104;
08:45:29;109;
08:45:29;112;
08:45:29;115;
08:45:29;116;
08:45:29;117;
08:45:29;118;
08:45:29;120;
08:45:29;121;
08:45:29;122;
08:45:29;128;
08:45:29;131;
08:45:29;136;
08:45:29;138;
08:45:29;141;
08:45:29;142;
08:45:29;148;
08:45:29;150;
08:45:29;151;
08:45:29;153;
08:45:29;155;
08:45:29;159;
08:45:29;162;
08:45:29;164;
08:45:29;165;
08:45:29;168;
08:45:29;170;
08:45:29;171;
08:45:29;172;
08:45:29;173;
08:45:29;177;
08:45:29;180;
08:45:29;182;
08:45:29;186;
08:45:29;188;
08:45:29;190;
08:45:29;193;
08:45:29;195;
08:45:29;205;
08:45:29;206;
08:45:29;208;
08:45:29;211;
08:45:29;217;
08:45:29;218;
08:45:29;219;
08:45:29;220;
08:45:29;221;
08:45:29;225;
08:45:29;226;
08:45:29;227;
08:45:29;229;
08:45:29;231;
08:45:29;233;
08:45:29;234;
08:45:29;239;
08:45:29;245;
08:45:29;247;
08:45:29;251;
08:45:29;252;
08:45:29;253;
08:45:29;256;
08:45:29;257;
08:45:29;259;
08:45:29;264;
08:45:29;266;
08:45:29;271;
08:45:29;273;
08:45:29;276;
08:45:29;278;
08:45:29;283;
08:45:29;284;
08:45:29;285;
08:45:29;287;
08:45:29;288;
08:45:29;294;
08:45:29;295;
08:45:29;296;
08:45:29;297;
08:45:29;301;
08:45:29;304;
08:45:29;305;
08:45:29;307;
08:45:29;309;
08:45:29;310;
08:45:29;318;
08:45:29;320;
08:45:29;321;
08:45:29;322;
08:45:29;327;
08:45:29;328;
08:45:29;329;
08:45:29;332;
08:45:29;334;
08:45:29;337;
08:45:29;338;
08:45:29;341;
08:45:29;345;
08:45:29;346;
08:45:29;348;
08:45:29;352;
08:45:29;354;
08:45:29;356;
08:45:29;360;
08:45:29;361;
08:45:29;365;
08:45:29;369;
08:45:29;373;
08:45:29;374;
08:45:29;383;
08:45:29;391;
08:45:29;393;
08:45:29;399;
08:45:29;405;
08:45:29;406;
08:45:29;414;
08:45:29;416;
08:45:29;418;
08:45:29;421;
08:45:29;423;
08:45:29;426;
08:45:29;428;
08:45:29;431;
08:45:29;432;
08:45:29;434;
08:45:29;438;
08:45:29;442;
08:45:29;445;
08:45:29;452;
08:45:29;455;
08:45:29;457;
08:45:29;458;
08:45:29;461;
08:45:29;464;
08:45:29;470;
08:45:29;473;
08:45:29;476;
08:45:29;481;
08:45:29;482;
08:45:29;485;
08:45:29;490;
08:45:29;492;
08:45:29;493;
08:45:29;494;
08:45:29;496;
08:45:29;497;
08:45:29;498;
08:45:29;504;
08:45:29;506;
08:45:29;509;
08:45:29;512;
08:45:29;515;
08:45:29;516;
08:45:29;517;
08:45:29;520;
08:45:29;522;
08:45:29;523;
08:45:29;528;
08:45:29;530;
08:45:29;531;
08:45:29;537;
08:45:29;539;
08:45:29;544;
08:45:29;548;
08:45:29;551;
08:45:29;553;
08:45:29;554;
08:45:29;556;
08:45:29;560;
08:45:29;561;
08:45:29;568;
08:45:29;570;
08:45:29;573;
08:45:29;576;
08:45:29;578;
08:45:29;581;
08:45:29;582;
08:45:29;587;
08:45:29;590;
08:45:29;592;
08:45:29;594;
08:45:29;597;
08:45:29;599;
08:45:29;603;
08:45:29;611;
08:45:29;613;
08:45:29;615;
08:45:29;617;
08:45:29;625;
08:45:29;626;
08:45:29;629;
08:45:29;634;
08:45:29;640;
08:45:29;643;
08:45:29;646;
08:45:29;648;
08:45:29;649;
08:45:29;653;
08:45:29;655;
08:45:29;656;
08:45:29;660;
08:45:29;662;
08:45:29;664;
08:45:29;667;
08:45:29;668;
08:45:29;670;
08:45:29;672;
08:45:29;678;
08:45:29;681;
08:45:29;684;
08:45:29;686;
08:45:29;688;
08:45:29;689;
08:45:29;691;
08:45:29;693;
08:45:29;696;
