08:54:19;Aplicação versão: 1.3;
08:54:19;Conectado ao bd jdbc:postgresql://45.55.172.49:5432/kinderland_producao;
08:54:19;====================== Inserindo endereços ======================;
08:54:20;Leblon;
08:54:20;Vila Faria;
08:54:21;Lagoa;
08:54:21;COPACABANA;
08:54:21;Barra da Tijuca;
08:54:22;leblon;
08:54:22;;
08:54:22;Laranjeiras;
08:54:23;Jardim Botanico;
08:54:23;IPANEMA;
08:54:23;santa teresa;
08:54:23;copacabana;
08:54:24;Barra da Tijuca;
08:54:24;gavea;
08:54:24;Laranjeiras;
08:54:24;lagoa;
08:54:25;IPANEMA;
08:54:25;ipanema;
08:54:25;lagoa;
08:54:26;Copacabana;
08:54:26;Vila Clementino;
08:54:26;Ipanema;
08:54:26;barra da tijuca;
08:54:27;Jardim Botanico;
08:54:27;COPACABANA;
08:54:27;Ipanema;
08:54:28;ipanema;
08:54:28;Laranjeiras;
08:54:28;Jardim Botanico;
08:54:28;Jardim Botanico;
08:54:29;Leblon;
08:54:29;Flamengo;
08:54:29;Lagoa;
08:54:30;Leblon;
08:54:30;Ipanema;
08:54:30;Laranjeiras;
08:54:31;RJ;
08:54:31;ipanema;
08:54:31;Leblon;
08:54:31;LEBLON;
08:54:32;Laranjeiras;
08:54:32;Copacabana;
08:54:32;leblon;
08:54:32;laranjeiras;
08:54:33;Urca;
08:54:33;laranjeiras;
08:54:33;Laranjeiras;
08:54:34;Leblon;
08:54:34;lagoa;
08:54:34;lagoa;
08:54:34;Botafogo;
08:54:35;Leblon;
08:54:35;lagoa;
08:54:35;LEBLON;
08:54:36;ipanema;
08:54:36;Barra da Tijuca;
08:54:36;Jardim Botanico;
08:54:36;Barra da Tijuca;
08:54:37;bOTAFOGO;
08:54:37;LAGOA;
08:54:37;Leblon;
08:54:38;Leblon;
08:54:38;BOTAFOGO;
08:54:38;ipanema;
08:54:38;leblon;
08:54:39;Ipanema;
08:54:39;LEBLON;
08:54:39;copacabana;
08:54:40;barra da tijuca;
08:54:40;LARANJEIRAS;
08:54:40;LARANJEIRAS;
08:54:40;Laranjeiras;
08:54:41;Fonte da Saudade;
08:54:41;jardim botanico;
08:54:41;Leblon;
08:54:42;Recreio;
08:54:42;V. Clementino;
08:54:42;Tijuca;
08:54:42;leblon;
08:54:43;sao conrado;
08:54:43;Leblon;
08:54:43;Leblon;
08:54:44;jardim botânico;
08:54:44;Ipanema;
08:54:44;Barra da Tijuca;
08:54:45;IPANEMA;
08:54:45;Laranjeiras;
08:54:45;;
08:54:45;barra da tijuca;
08:54:46;barra da tijuca;
08:54:46;Centro;
08:54:46;;
08:54:46;Ipanema;
08:54:47;leblon;
08:54:47;Leblon;
08:54:47;Lagoa;
08:54:48;Flamengo;
08:54:48;LAGOA;
08:54:48;BARRA DA TIJUCA;
08:54:48;SÃO CONRADO;
08:54:49;Leblon;
08:54:49;copacabana;
08:54:49;humaita;
08:54:50;leblon;
08:54:50;Copacabana;
08:54:50;copacabana;
08:54:50;copacabana;
08:54:51;lagoa;
08:54:51;Laranjeiras;
08:54:51;Copacabana;
